skill_id	skill_desc
10875	Interagency Agreements
10876	Foreign Military Sales
10877	Test Development
10878	YAML
10879	Software Development Lifecycle (SDLC)
10880	Microsoft Office Suite (Word Excel PowerPoint)
10881	ISTQB Certified Foundation Level
10882	Accessibility Testing
10883	Mobile Testing
10884	IT Project Management
10885	Data Center Build
10886	Cisco Technologies
10887	Arista Technologies
10888	Deployment Planning
10889	Network Refresh
10890	Hardware Management
10891	Project
10892	Dark Fiber
10893	LAN
10894	Data Center Builds
10895	Consolidations
10896	Decommissions
10897	Branch Restacks
10898	Renovations
10899	Office Builds
10900	Data Center construction
10901	Primavera
10902	Safety controls
10903	Financial Intelligence Unit (FIU)
10904	Bank Secrecy Act (BSA)
10905	Office of Foreign Assets Control (OFAC)
10906	Financial crimes
10907	Suspicious Activity Reports (SAR)
10908	Know Your Customer (KYC)
10909	Enhanced Due Diligence (EDD)
10910	Money laundering
10911	Financial sanctions
10912	Customer account management
10913	KPI Development
10914	Performance Measurement
10915	Stakeholder Collaboration
10916	Augmented Reality
10917	Sensor Science
10918	Data Center Network Management
10919	Network Design and Architecture
10920	Network Implementation and Deployment
10921	Network Monitoring and Maintenance
10922	Network Documentation
10923	Network Protocols
10924	Hardware and Software
10925	Cisco and Juniper Technologies
10926	Network Security Practices and Tools
10927	Data Center Operations and Infrastructure
10928	Leadership Communication and Interpersonal Skills
10929	Cisco Certified Network Professional (CCNP)
10930	Cisco Certified Internetwork Expert (CCIE)
10931	Image Data Science
10932	Image Analysis
10933	Biomedical Imaging
10934	Scientific Computing
10935	Scientific Software
10936	HPC Optimization
10937	Biological Imaging
10938	Personnel Management
10939	ImageJ/Fiji
10940	CellProfiler
10941	Cellpose
10942	Distributed Data Systems
10943	Event Driven Architectures
10944	Data Pipeline Tooling
10945	Machine Learning Models
10946	Legal Technology
10947	Logistic Regression
10948	Travel Industry
10949	Tech
10950	Network infrastructure delivery
10951	Process improvements
10952	IT service delivery
10953	Shifting deadlines
10954	Cloud Processing
10955	Natural Science
10956	Spatial Research
10957	Database Querying
10958	Statistical Analysis Software
10959	Scientific Data Interpretation
10960	Physical Requirements
10961	Growth strategies
10962	Rigorous decision making
10963	BA / BS degree
10964	Internal storytelling
10965	Executive presentations
10966	Analytics tools
10967	Domain experience
10968	Mentor
10969	Strategic Planner
10970	Agile Planner
10971	Efficient Communication
10972	Medical Knowledge
10973	Dental Knowledge
10974	Vision Knowledge
10975	MLOPS
10976	Banking domain
10977	Card and payment systems
10978	Offshore onsite coordination
10979	Analytical Programs
10980	UDS Quality Measures
10981	CPRBLS
10982	Data layouts
10983	Visual display
10984	KPIΓÇÖs
10985	Quality Improvement Measures
10986	UDS/HEDIS/ACO
10987	Care Gap Analysis
10988	Data Accuracy and Integrity
10989	Research Collaboration
10990	MOUΓÇÖs and Contracts
10991	Survey Data Collection
10992	Cultural Diversity
10993	Research Proposals
10994	Clinical Intervention Activities
10995	CHI Culture
10996	Research Dissemination Policies
10997	HIPAA Regulations
10998	Employee Surveys
10999	Data Sharing Agreements
11000	Analytical Applications
11001	Cloud Computing (AWS Azure Google Cloud)
11002	Distributed Data/Computing Tools (MapReduce Hadoop Hive EMR Kafka Gurobi MySQL)
11003	Web analytics
11004	Attribution
11005	Mediamix models
11006	Bayesian inference
11007	Industry knowledge
11008	Experience
11009	Skills
11010	Experience as a Data Scientist
11011	Business and organizational needs
11012	Laboratory instruments
11013	Healthcare professionals
11014	MLT program
11015	Medical Laboratory Technicians
11016	Salary and benefits
11017	Signon bonus
11018	Fulltime
11019	Travel allied health
11020	Healthcare recruiters
11021	Druid
11022	Cloud (AWS)
11023	ReactiveJS
11024	Opensource
11025	Speech recognition
11026	Natural language generation
11027	Generative adversarial networks
11028	Translational Research
11029	AWS QuickSight
11030	R Shiny
11031	Sales Metrics
11032	A/B Experiments
11033	Multinomial Logistic Regression
11034	Application Design
11035	Systems Life Cycle Management
11036	Hybrid Ecosystems
11037	Public Cloud Technologies
11038	Ecommerce Platforms
11039	Mobile Development
11040	Marketing Technology
11041	Restaurant Technology
11042	Security Architecture
11043	Business Drivers
11044	Emerging Computing Trends
11045	Deployment Options
11046	Scripting Languages
11047	Ruby
11048	PERL
11049	Fullstack systems
11050	Open Source Relational Database Management System
11051	Social media
11052	Marketing strategies
11053	Content writing
11054	Web development
11055	Photo editing
11056	Public speaking
11057	Research skills
11058	Editing skills
11059	Cloudbased data technology
11060	Data Services
11061	Scikitlean
11062	Recommendations & Search
11063	Causal Machine Learning
11064	Interpretable ML
11065	Constrained Optimization
11066	Datadriven research
11067	Written and verbal communication
11068	Selfmotivated
11069	Consumer Lending
11070	Data Processing Frameworks
11071	XGBoost
11072	AWS SageMaker
11073	Cloud computing services/architecture
11074	Technical program management
11075	Google Meet
11076	Stratigraphy
11077	Well Correlation
11078	Cross Sections
11079	Mapping
11080	Petrophysical Analysis
11081	Multidisciplinary Collaboration
11082	Bachelor's in GeologySedimentology or Petroleum Geology
11083	15 Years Experience in Reservoir Geology Stratigraphy and Reservoir Characterization
11084	Wireline Log Reading
11085	Correlative Stratigraphic Unit Picking
11086	Biostratigraphy
11087	Chemostratigraphy
11088	Sequence Stratigraphy
11089	Sedimentology
11090	Data Integration for Geological Modeling
11091	Petrel
11092	Decision Space
11093	Regional and Prospect Size Structural Analysis
11094	Seismic Analysis
11095	Basin Analysis
11096	Project Work Management
11097	Mentoring of Junior Geoscience Professionals
11098	Qualitative and Quantitative Micro Scale Analysis
11099	Reservoir Diagenesis Modeling
11100	Diagenetic Influence on Reservoir Characteristics
11101	Core Scale Sedimentology
11102	Correlation to Wireline Log
11103	English Fluency
11104	IT Management
11105	Application Deployment
11106	Research software development
11107	Pyramid
11108	Registry design
11109	Collaborative spirit
11110	Active collaboration
11111	Research ethics
11112	Industry engagement
11113	Reasonable adjustments
11114	Indigenous strategy
11115	Selection criteria
11116	Videointerview
11117	DataIntensive Solutions
11118	ML Frameworks (scikitlearn PyTorch Dask Spark TensorFlow)
11119	Productionizing ML Models
11120	Monitoring ML Models
11121	Cloudbased Architectures (AWS Azure Google Cloud Platform)
11122	Optimized Data Pipelines
11123	Continuous Integration and Continuous Deployment
11124	Agile Team Collaboration
11125	Performant Code Development
11126	Resilient Code Development
11127	Maintainable Code Development
11128	Public Cloud Experience
11129	MultiNode Database Paradigms
11130	Open Source ML Software Contribution
11131	ML Technique Authorship
11132	ML Model Authorship
11133	Proof of Concept Authorship
11134	ProductionReady Data Pipelines
11135	Data Pipeline Implementation
11136	Data Pipeline Scaling
11137	Data Pipeline Performance Evaluation
11138	Data repository/database
11139	Relational and nonrelational databases
11140	Data analytics/ business intelligence tools
11141	Quantitative and qualitative research methods
11142	Industrial and professional training programs
11143	Datical
11144	Asset movements
11145	SQL enterprise edition
11146	Business report requirements
11147	NAACLS approved educational program
11148	MLT(ASCP) registry exam
11149	MLT(AMT) certification
11150	College transcript
11151	Verbal and written communication
11152	Member of a professional laboratory organization
11153	High rate of speed
11154	Occupational exposure to blood borne pathogens (HBV HIV etc.)
11155	Reference Data Management
11156	Data Value Management
11157	RDM
11158	Data Frameworks
11159	UK Data Strategy
11160	Statistical Consulting
11161	Medical or Health Analytics
11162	Advanced Statistical Language
11163	Internal or External Publication
11164	Model Creation and Interpretation
11165	Procedure Manuals and Documentation
11166	Health Care Coding
11167	Process Mapping
11168	Program Writing
11169	Business Planning
11170	Statistical Programming Language
11171	Relational Database Management
11172	IBM Security Access Manager (ISAM)
11173	Security proxies administration
11174	Network web and application troubleshooting
11175	Scripting/coding
11176	Azure/AWS administration
11177	Webseal reverse proxy instances configuration
11178	Lightweight Directory Access Protocol (LDAP) directories integration
11179	Web seal Junctions installation/configuration/administration
11180	ACL/POP Policies creation
11181	ISAM components understanding (policy server authorization server web seal security Utilities)
11182	Realtime Audio Models
11183	Supervised Finetuning
11184	Scientific Research
11185	AI Ethics
11186	Zen Code
11187	Commodity
11188	Derivatives
11189	Trading
11190	Market Data
11191	Risk Analytics
11192	Valuation
11193	Quantitative Modeling
11194	Regulative Reporting
11195	Calypso
11196	Murex
11197	OpenLink
11198	Swaps
11199	Basis Swaps
11200	Cap/Floor
11201	Swaption
11202	Risk Attribution
11203	Option Greeks
11204	CFA
11205	FRM
11206	Large Trade Reporting
11207	Position Limit Monitoring
11208	Disability
11209	Retirement Plan
11210	Adoption Assistance
11211	Sick Leave
11212	Safe Leave
11213	Life sciences
11214	Medical affairs
11215	Translational research
11216	Medical strategies
11217	Customer focus
11218	CLIA/COLA standards
11219	Automated analyzer
11220	Medical Laboratory Specialist
11221	Patient test results
11222	Environmental impact
11223	RFPs
11224	SOWs
11225	Oracle Suite
11226	Informatica Secure Agent
11227	Informatica Intelligent Cloud Service (IICS)
11228	Cloudnative Applications
11229	Business Continuity
11230	IT Security Architecture
11231	IT Regulatory Compliance
11232	Healthcare Domain Experience
11233	Gravitationalwave observations
11234	Dark side of the universe
11235	Properties of black holes
11236	Neutron stars
11237	Tests of general relativity
11238	Laser Interferometer Space Antenna (LISA)
11239	Computational tools
11240	Synthetic LISA
11241	Template families
11242	Noise budgets
11243	Astrophysics
11244	Cosmology
11245	Numerical relativity
11246	Fortran
11247	Highperformance computing
11248	AWS RDS
11249	SNS
11250	Data Extraction and Transformation
11251	Pipelines
11252	Data Engineering Experience (8+ years)
11253	Warehouse Management Systems
11254	Server Racks
11255	Rack Hardware
11256	Material Handling Equipment
11257	Electrical Safety
11258	Static Discharge Protocols
11259	Computer Experience
11260	System Ownership
11261	Visionary Thinking
11262	Rapid Iteration
11263	Passion for Technology
11264	Fulltime Availability
11265	Hiring Talent
11266	Data systems
11267	Data cataloging
11268	Data utilization
11269	Data requirement
11270	Data documentation
11271	Data best practices
11272	Data literacy
11273	GxP
11274	Integration tools
11275	Technical proficiency
11276	Crossfunctional team
11277	SOP
11278	Safety regulations
11279	5 years of experience in GxP data management
11280	8 to 10 years of experience in technology
11281	Experience in data governance
11282	Experience in data mapping
11283	Experience in data systems
11284	Experience in data integration
11285	Experience in enterprisescale data systems
11286	Experience with AWS
11287	FaultTolerant Systems
11288	Software/Hardware Architecture
11289	Data Transfer Protocols
11290	ETL tools
11291	Production environment
11292	Nonproduction environment
11293	Complex assignments
11294	Projects
11295	SAS Macro
11296	SAS Administrator
11297	Linux Bash Scripting
11298	RESTful networking
11299	Objectoriented and functional software design
11300	Security best practices
11301	Verbal and written communication skills
11302	Code quality standards and metrics
11303	Communities of practice
11304	Operational excellence
11305	Maintainable supportable and testable code
11306	Partnerships with operations and engineering teams
11307	Current IT trends
11308	Operational procedures for software development
11309	Compliance of audit requirements
11310	Treatment of diseases
11311	Artificial General Intelligence
11312	Data Creation
11313	Audio Processing
11314	Video Processing
11315	Scalable Services
11316	Service Architecture
11317	Object Oriented Design
11318	Spring Framework
11319	MVC Framework
11320	REST/RPC API
11321	Service Development
11322	Architectural Decisions
11323	Language Choices
11324	Linked data
11325	Construction Documents
11326	Building Information Modeling
11327	Contract Interpretation
11328	Master Data Management (MDM) Manager
11329	Strategic Resourcing
11330	Oracle ERP Systems
11331	Oracle Fusion Cloud ERP
11332	Data Quality solutions
11333	Enterprise Master Data Management
11334	Billing/pricing/collections resolution
11335	Contract administration
11336	Service issues resolution
11337	Information management
11338	Customer file maintenance
11339	Lead routing
11340	Record generation
11341	Sales document preparation
11342	Outbound phone and email campaigns
11343	Account research
11344	Pricing determination
11345	Contract information
11346	Reporting (regular and adhoc)
11347	Assistance to sales teams
11348	Subject matter expert
11349	Trainer
11350	Coach
11351	Key reference contact
11352	Salesforce administration
11353	Excel reporting
11354	Microsoft Office (Excel Word Salesforce PowerPoint)
11355	Associate degree (preferred)
11356	Two or more years of related work experience
11357	Excellent customer service
11358	Google BigQuery
11359	TMS
11360	Dealing with ambiguity
11361	Laboratory procedures
11362	Chemical analysis
11363	Microscopic analysis
11364	Bacteriologic analysis
11365	Molecular analysis
11366	Transfusion medicine
11367	Variance reporting
11368	Costeffectiveness
11369	OSHA regulations
11370	Pushing
11371	Pulling
11372	2 years prior experience
11373	Electronic health records
11374	Laboratory information system
11375	Server management
11376	Willingness to learn
11377	Typing
11378	Associate or Bachelor's Degree
11379	Ongoing training
11380	Competitive salary
11381	Monthly bonuses
11382	401K retirement plan
11383	Medical insurance
11384	Dental and vision plan
11385	Maternity/paternity leave
11386	Events and celebrations
11387	Subsidized stocked refrigerator
11388	Friendly workspace
11389	Green business
11390	Clinical Drug Development Process
11391	FDA/ICH guidelines
11392	EDC systems
11393	Veeva CDMS
11394	CDASH/CDISC
11395	CDASH CRF Library
11396	Submission requirements
11397	New Drug Application (NDA)
11398	Biologics License Application (BLA)
11399	Market Authorization Application (MAA)
11400	Data Quality Management Plan
11401	Data Validation Plans
11402	Data Review Plan
11403	eCRF Completion Guidelines
11404	Data Review meetings
11405	Crossfunctional project teams
11406	Health Authority inspections and audits
11407	FSP/CRO/Vendor oversight
11408	Service Level Agreement (SLA)
11409	Standard eCRF library
11410	Metrics analysis
11411	Reporting methodologies
11412	Microsoft Office skills
11413	Strong work ethic
11414	5+ years of experience in clinical data management
11415	Oncology experience
11416	Ability to work on multidisciplinary project teams
11417	Knowledge of submission requirements
11418	Knowledge of CDASH/CDISC
11419	Knowledge of FDA/ICH guidelines
11420	Knowledge of EDC systems
11421	Knowledge of Microsoft Office skills
11422	Knowledge of industry trends and emerging technologies
11423	W3C Standards
11424	Business Strategy Translation
11425	Parallel Systems
11426	Networking Systems
11427	Azure Machine Learning
11428	SQL optimization
11429	Cloud data engineering
11430	Statistical/ML techniques
11431	Data Lake infrastructure
11432	ETL/ELT pipelines
11433	MPP database technology
11434	Systems architecture
11435	Data science models
11436	Business requirements gathering
11437	Global team management
11438	Data systems design and implementation
11439	Data extraction transformation and loading (ETL)
11440	NoSQL and SQL
11441	AWS 'big data' technologies
11442	Data pipelines architectures and data sets
11443	Cloud environments (Azure or AWS)
11444	SQL knowledge and relational databases
11445	Query authoring (SQL)
11446	Structured and unstructured datasets
11447	Message queuing
11448	'Big data' data stores
11449	Project management and organizational skills
11450	Leading technical teams
11451	Business plans
11452	Technology solutions
11453	Performance security and continuity of IT systems
11454	Highperforming and diverse team
11455	Third party technical and outsourcing relationships
11456	Technology standards and company policies
11457	High School Grad / GED
11458	Bachelor's or Equivalent Experience
11459	7+ years experience
11460	2+ years Supervisor/Management Experience
11461	Multidisciplinary
11462	Problem Definition
11463	Iteration
11464	Adapt
11465	Collaborate
11466	MLOps Pipeline
11467	Large Language Models (LLMs)
11468	Natural language processing (NLP)
11469	Information retrieval
11470	Mac
11471	Production Supervision
11472	Inventory Replenishment
11473	Material Returns
11474	Safety Measures
11475	Workplace Safety
11476	Coaching and Mentoring
11477	Policy and Procedure Compliance
11478	Task Assistance
11479	Material Handling Operations
11480	Career Advancement
11481	Protective Gear
11482	401(k) Retirement Plan
11483	Preventative Care Services
11484	Business Process Improvement
11485	Investment Accounting
11486	Business and Technical Analysis
11487	Cloud Technology
11488	Hybrid Cloud Deployment
11489	System and Business Process Architecture
11490	Project and Program Evaluation
11491	Reporting Requirements
11492	AIOps
11493	ITSM
11494	ClientFacing Skills
11495	Internal Communication Skills
11496	United States Refugee Assistance Program (USRAP)
11497	Humanitarian Policy and Diplomacy
11498	Global Partnerships
11499	Humanitarian Response Best Practices
11500	Snowflake Data Warehouse
11501	JWT
11502	SSL/TLS
11503	Caseware
11504	GoFileRoom
11505	CCH ProSystem Scan
11506	Cando attitude
11507	Overtime availability
11508	Scanner operation
11509	Software proficiency
11510	Validation skills
11511	Hadoop/Hive
11512	Computational Complexity
11513	Model Performance
11514	Retail Domain Knowledge
11515	Strategic Goals
11516	Cloudbased solutions
11517	Code reviews
11518	Familiarity with HEDIS
11519	Microsoft Office suite
11520	Reporting systems
11521	HIPAA security
11522	PHI
11523	Timeliness
11524	Cost Containment
11525	Mainframe
11526	Personal Computers
11527	Statistical Support
11528	Analytical Support
11529	GIS Data Management
11530	ESRI toolset
11531	Land Planning
11532	Vector Data Sources
11533	Data Translation
11534	Field Mapping
11535	SDE geodatabase replication
11536	ESRI ArcGIS Enterprise
11537	SAFE FME
11538	ArcGIS Hub sites
11539	Feature Services
11540	Map Services
11541	Downloadable Products
11542	Portal for ArcGIS
11543	Process Documentation
11544	Workflow Automation
11545	ArcMap
11546	ArcPro
11547	MXD
11548	APRX
11549	WMS
11550	WFS
11551	Python Scripting
11552	Cartographic
11553	Map Production
11554	Federal Civilian experience
11555	Land Management Data Programs
11556	Environmental Policy
11557	NACI
11558	Background Checks
11559	Drug Checks
11560	Reference Checks
11561	Client Relations
11562	Team Relations
11563	Goal Setting
11564	Effort
11565	Responsibility
11566	WorkLife Balance
11567	Bonus Programs
11568	Vision Discount Program
11569	Prescription Discount Program
11570	Group Term Life Insurance
11571	Accidental Death & Dismemberment Insurance
11572	Professional Insurance Advisors
11573	Company Paid Fees
11574	Company Match
11575	ThirdParty Trust Management
11576	Personalized Retirement Portfolio Web Analysis Tools
11577	Database technologies (RedHat MYSQL)
11578	Python Perl Powershell Bash Java
11579	Test driven development
11580	Cloud applications
11581	NGA GIS
11582	Top Secret / SCI clearance
11583	Controls engineering
11584	CFE time effectiveness
11585	PLC
11586	Operating policies
11587	Critical facilities engineering
11588	Energyefficient sequences of operation
11589	Industrial control solutions
11590	Standard operating procedures
11591	Power and cooling systems
11592	Life safety
11593	Process/program management
11594	Technical paper writing
11595	Asynchronous work
11596	Travel and oncall availability
11597	BSME
11598	StreamSets
11599	Distributed Computer Understanding
11600	Analytical and Data Challenges
11601	Datorama
11602	KPI Tracking and Reporting
11603	Consumer Marketing Data
11604	Digital Media Log Level Data
11605	TV Data
11606	Web Data
11607	Email Data
11608	Syndicated Pharmaceutical Data
11609	Claims Data Sources
11610	Metric Layer Building
11611	Metric Layer Documentation
11612	Biopharma
11613	Business processes
11614	Operating procedures
11615	Geographic
11616	Organizational
11617	Business areas
11618	Cultures
11619	Complexity
11620	Technical Discovery and Exploitation
11621	Data Requirements Identification
11622	Data Source Acquisition
11623	Data Exploitation
11624	Investigation Mission Requirements
11625	Resource Needs
11626	Technical Capabilities
11627	Bachelor's Degree in Data Science or related field
11628	Computational Science
11629	Curriculum development
11630	Proposal writing
11631	Equality
11632	High School diploma or GED
11633	Technical training or degree
11634	Mission Critical Operator (CMCO) Certification
11635	Operating engineer license
11636	Universal CFCΓÇÖs license
11637	Basic computer applications and software
11638	Verbal/written communication skills
11639	Repair and maintenance skills
11640	Uninterruptible Power Supply (UPS)
11641	Automatic Transfer Switch (ATS)
11642	Static Transfer Switch
11643	Power Distribution Unit (PDU)
11644	Generator controls
11645	Fuel systems
11646	Switch gear
11647	Transfer gear
11648	Paralleling gear
11649	Lighting
11650	Energy conservation
11651	Chillers
11652	Water treatment
11653	Air Handling Units (AHU)
11654	Computer Room Air Conditioning (CRAC)
11655	Computer Room Air Handler (CRAH)
11656	Fire / Life safety
11657	Suppression systems
11658	Gaseous
11659	Early Warning Fire Detection (EWFD)
11660	Very Early Warning Fire Detection (VESDA)
11661	Environmental controls systems
11662	DDC
11663	Foreseer
11664	Pneumatics
11665	Painting
11666	Doors
11667	Locks
11668	Wall and ceiling
11669	Digital systems
11670	Fire alarm
11671	Building security
11672	Card access
11673	CCTV
11674	Standby emergency power
11675	Advanced analytical and quantitative skills
11676	Rotating on call
11677	Technical Data Management
11678	Master Technical Data Index (MTDI)
11679	Data Management Frameworks
11680	Acquisition
11681	InService
11682	Disposal
11683	Defence CASG ML Projects
11684	ADF/APS Roles
11685	Capability Development
11686	Program/Project Management
11687	Military Leadership
11688	Civilian Leadership
11689	Data Lake Design
11690	Data Pipeline and Workflow Management Tools
11691	Metadata Management Tools
11692	MLOps Platforms
11693	Hybrid Work Model
11694	TeamOriented
11695	Creative Thinking
11696	PubSub
11697	Serviceoriented Architectures
11698	Cloud Data Pipelines
11699	Scalable Backend
11700	Visual Product Recognition
11701	Backend Development
11702	Product Data Ingestion
11703	Low Latency Recognition
11704	Service APIs
11705	Project Delivery
11706	Pharmacokinetics/Pharmacodynamics
11707	TimeSeries Modeling
11708	RDKit
11709	Matrix Management
11710	Preclinical and Clinical Data Analysis
11711	Drug Discovery
11712	FirstinHuman Studies
11713	Research Platforms
11714	Pharmaceutical Sciences
11715	Laboratory Instrumentation
11716	Test Analyses
11717	Result Reporting
11718	Patient Records
11719	Test Systems
11720	Safety Guidelines
11721	Problem Identification
11722	Problem Correction
11723	Senior Technologist
11724	Supervisor
11725	Medical Technology (BS)
11726	Chemistry (BS)
11727	Biology (BS)
11728	Laboratory Science (Associates)
11729	Medical Technology (Associates)
11730	Clinical Experience (1 year)
11731	Technical Teams
11732	Complex Problem Solving
11733	Product Launches
11734	CrossDisciplinary Leadership
11735	Customer Empathy
11736	Clear Communication
11737	Strong Ownership
11738	Urgency and Drive
11739	Pricing Models
11740	Data Improvement
11741	Customer Feedback
11742	KPI Setting
11743	Strategic Roadmap Development
11744	MultiUse Data Platform Tools
11745	Automated Feedback Loops
11746	AI/ML Algorithms
11747	Data Coverage
11748	Pricing Model Accuracy
11749	User Experience Monitoring
11750	Advising
11751	Sense of Ownership
11752	Urgency
11753	Drive
11754	Research Data
11755	Clinical PaperBased
11756	Electronic Data Capture System
11757	Study Monitors
11758	Source Data Worksheets
11759	Monitoring Reports
11760	Internal and External Regulations
11761	Protocol Guidelines
11762	TAS Submissions
11763	Velos
11764	Site Disease Group Team
11765	Multidisciplinary Team
11766	Adverse Event
11767	Deviation
11768	Core Values
11769	Detail
11770	Collaborative Work
11771	EDiscovery
11772	Data Preservation
11773	Relativity
11774	Brainspace
11775	EnCase
11776	Cellebrite
11777	BlackBag
11778	Microsoft Exchange
11779	Lotus Notes/Domino
11780	ClientFacing Confidence
11781	Office Work
11782	Code of Conduct
11783	Mental Wellness Support
11784	Paid Leave
11785	8+ Years Experience
11786	iVue
11787	Toucha Analyzer
11788	Bank Intelligence
11789	Prologue
11790	Nautilus
11791	Data Import/Export
11792	User Training
11793	Banking and Financial Services
11794	Data Science Management
11795	Insurance Pure Premiums
11796	Customer Lifetime Value
11797	Customer Buying Behaviors
11798	Price Setting
11799	Product Strategies
11800	Modeling Tests
11801	Bayesian Statistics
11802	Multivariate Predictive Models
11803	Financial Fields
11804	Advanced Visualization
11805	AWS Cloud Infrastructure
11806	Data Science Products Analysis
11807	Strong Programming Knowledge
11808	Ability to Influence Stakeholders
11809	Data Science Projects
11810	Data Science Expertise
11811	Data Science Working Practices
11812	Programming and Coding Skills
11813	Bash Scripting
11814	Cloud Experience
11815	Revit MEP
11816	AutoCAD MEP
11817	Switchgears
11818	Batteries
11819	LEED AP
11820	Power Generation
11821	Power Production
11822	Generator Techs
11823	Test and Evaluation (T&E)
11824	Data collection and management
11825	Automated test tools
11826	Standards conformance
11827	Interoperability testing
11828	Tactical data links (TDL)
11829	Military Standards 6011 6016 6020 and 6040
11830	Joint Interface Control Officer (JICO)
11831	MS Office 365 suite
11832	DoD acquisition developmental/operational testing
11833	Agile Defense Core Values
11834	Hybrid work environment
11835	Sedentary work conditions
11836	Physical requirements: stand or sit repetitive motion use hands/fingers to handle or feel see push or pull
11837	COVID19 vaccination requirements
11838	MT/MLS (ASCP)
11839	Physical
11840	Biological
11841	Laboratory science
11842	Lab computer system
11843	Environmental
11844	Accreditation
11845	Regulatory agencies
11846	Continuous quality improvement
11847	Data input and retrieval
11848	OSI network layers
11849	Blocklevel storage
11850	File systems
11851	ETL Tools
11852	Distributed APIs
11853	Unix/Shell
11854	Securities Data Oversight
11855	Investment Data Integrity
11856	Workflow Understanding
11857	Hierarchies
11858	Vendor Interaction
11859	Business Partner Interaction
11860	External Manager Interaction
11861	Internal Investment Team Interaction
11862	Multiple Priorities
11863	Limited Guidance
11864	US Work Eligibility
11865	Momentum Financials
11866	Hyperion
11867	Workiva
11868	Financial Management
11869	Laboratory skills
11870	Urine drug screen collection
11871	Basic knowledge of statistics
11872	Laboratory information systems
11873	Proficiency in computer programs
11874	Familiarity with CAP TJC CLIA JCAHO DNV OSHA and HIPAA
11875	CPR certification
11876	Data Lake Technology and Infrastructure
11877	ZeroMQ
11878	AWS SNS/SQS
11879	Beam
11880	Data Lake Table Formats
11881	JVM Language
11882	Sqlite
11883	Data Articulation
11884	Big Data Stack
11885	Redash
11886	Kubernates
11887	Transparency
11888	SQL query language
11889	SSRS (SQL Server Reporting Services)
11890	Systems implementation
11891	New initiatives
11892	Designing
11893	Optimizing
11894	Implementing
11895	Database experience
11896	Automated systems
11897	Bayesian Modeling
11898	Probabilistic Programming
11899	Stan
11900	PyMC
11901	Data Science Solutions Integration
11902	ML Model Operationalization
11903	Bachelor's or Master's Degree in Quantitative Field
11904	5+ Years Experience in Machine Learning and Statistical Analysis
11905	Understanding of ML Concepts and Statistical Methods
11906	Ability to Draw Insights from Data
11907	Desire to Collaborate with Others
11908	Advanced technology
11909	Innovative procedures
11910	Data Centre Environment
11911	Mechanical and Electrical Maintenance Engineering
11912	QHSE and risk management processes
11913	Operating Procedures
11914	HV & LV
11915	Building Plant
11916	Maintenance Records
11917	Quality Management System
11918	Method Statements
11919	Safe Working Practices
11920	Competency Assessments
11921	Succession Planning
11922	Building Relationships
11923	Contract Performance
11924	IT Skills
11925	Team Working
11926	Computer Literacy
11927	Permit to Work System
11928	Technical Understanding
11929	Data Dictionary
11930	Data Controls
11931	Excel Skills
11932	Data Governance Strategies
11933	Education: Bachelor's Degree
11934	Experience: 5+ years
11935	Econometric Modeling
11936	CrossFunctional Communication
11937	US Base Salary Range: $157100  $244700
11938	Benefits: Equity Company Bonus 401(k) Plan Medical Dental Vision Wellness Stipends
11939	Mathematical Theory
11940	Statistical Theory
11941	Numerical Data Analysis
11942	Predictive Modelling
11943	Master of Science in Mathematics
11944	Master of Science in MIS
11945	Master of Science in Applied Statistics
11946	Demonstrated Knowledge
11947	Commercial Tech
11948	Systems Thinking
11949	Skill Development
11950	Talent Mentoring
11951	Talent Recruiting
11952	Financial or Banking Experience
11953	Network Development
11954	Incident Management
11955	Network Fabric Engineering
11956	Network Topology Design
11957	Network Hardware Configuration
11958	Network Measurement
11959	Team Health
11960	AWS Networking
11961	B.S. in Computer Science
11962	Enterprise Environment Planning
11963	AWS Core Networking
11964	Technical Vision
11965	AWS Cloud Services
11966	Amazon CDO Services
11967	Outposts
11968	Local Zones
11969	AutoCAD
11970	Revit
11971	Building Information Modeling (BIM)
11972	Contract Administration
11973	Code Compliance
11974	Project Closeout
11975	Construction Inspection
11976	Supplier Management
11977	Constructability
11978	Mechanical and Electrical Systems
11979	Codes and Regulations
11980	Physical Ability
11981	Vision Ability
11982	Manual Dexterity
11983	Hearing Ability
11984	Crawling
11985	Moving
11986	OnSite Work
11987	Construction Work Site
11988	Electronic Health Records (EHR)
11989	Epic
11990	Mongo DB
11991	Histogram trending
11992	Windows Server 2008 and higher
11993	Citrix
11994	Cloud Services Platform
11995	DoD vulnerability scanning
11996	ITILv4
11997	Healthcare revenue cycle
11998	Continuous Deployment
11999	Resilient Code
12000	Maintainable Code
12001	Laboratory Testing
12002	Bachelor's Degree in Clinical Laboratory Science
12003	ASCP or AMT certification
12004	State licensure in Clinical Laboratory Science
12005	2 years of lab experience in a hospital
12006	BLS (AHA)
12007	Weekly pay
12008	Travel reimbursements
12009	Completion bonuses
12010	Museums
12011	History
12012	Outdoor activities
12013	Cultural scene
12014	Diverse dining
12015	Convenient location
12016	Version control systems
12017	Automation scripts
12018	Security and compliance standards
12019	Azure MLOps project
12020	Agile/SAFe methodology
12021	Crossglobal location experience
12022	Azure AI Engineer Associate certification
12023	Azure DevOps Engineer Expert certification
12024	Machine learning model deployment
12025	Scalable and reliable infrastructure
12026	Data management best practices
12027	Security and regulatory standards
12028	Azure MLOps tools and services
